BIPA	GRAPHEME	FEATURES	SYMBOLS
bvʲː	b͡vʲː	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg -cg +ant -cor +lab +hi -lo -back -round -velaric +long	◌b ◌v ◌ʲ ◌ː
bvʲː	b͡vːʲ	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg -cg +ant -cor +lab +hi -lo -back -round -velaric +long	◌b ◌v ◌ʲ ◌ː
bvʷ	b͡vʷ	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg -cg +ant -cor +lab +hi -lo +back +round -velaric -long	◌b ◌v ◌ʷ
bvʷʰ	b͡vʰʷ	-syl -son +cons -cont +delrel -lat -nas +strid +voi +sg -cg +ant -cor +lab +hi -lo +back +round -velaric -long	◌b ◌v ◌ʷ ◌ʰ
bvʷʰ	b͡vʷʰ	-syl -son +cons -cont +delrel -lat -nas +strid +voi +sg -cg +ant -cor +lab +hi -lo +back +round -velaric -long	◌b ◌v ◌ʷ ◌ʰ
bvʷʰː	b͡vʷʰː	-syl -son +cons -cont +delrel -lat -nas +strid +voi +sg -cg +ant -cor +lab +hi -lo +back +round -velaric +long	◌b ◌v ◌ʷ ◌ʰ ◌ː
bvʷʱ	b͡v̤ʷ	-syl -son +cons -cont +delrel -lat -nas +strid +voi +sg -cg +ant -cor +lab +hi -lo +back +round -velaric -long	◌b ◌v ◌ʷ ◌ʱ
bvʷˀ	b͡vʷˀ	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg +cg +ant -cor +lab +hi -lo +back +round -velaric -long	◌b ◌v ◌ʷ ◌ˀ
bvʷː	b͡vʷː	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg -cg +ant -cor +lab +hi -lo +back +round -velaric +long	◌b ◌v ◌ʷ ◌ː
bvʷː	b͡vːʷ	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg -cg +ant -cor +lab +hi -lo +back +round -velaric +long	◌b ◌v ◌ʷ ◌ː
bvʷˠ	b͡vʷˠ	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg -cg +ant -cor +lab +hi -lo +back +round -velaric -long	◌b ◌v ◌ʷ ◌ˠ
bvʷˠʰ	b͡vʷˠʰ	-syl -son +cons -cont +delrel -lat -nas +strid +voi +sg -cg +ant -cor +lab +hi -lo +back +round -velaric -long	◌b ◌v ◌ʷ ◌ˠ ◌ʰ
bvʷˤ	b͡vʷˤ	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg -cg +ant -cor +lab +hi +lo +back +round -velaric -long	◌b ◌v ◌ʷ ◌ˤ
bvʷˤʰ	b͡vʷˤʰ	-syl -son +cons -cont +delrel -lat -nas +strid +voi +sg -cg +ant -cor +lab +hi +lo +back +round -velaric -long	◌b ◌v ◌ʷ ◌ˤ ◌ʰ
bvˀ	b͡vˀ	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg +cg +ant -cor +lab -hi -lo -back -round -velaric -long	◌b ◌v ◌ˀ
bvː	b͡vː	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg -cg +ant -cor +lab -hi -lo -back -round -velaric +long	◌b ◌v ◌ː
bvˠ	b͡vˠ	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg -cg +ant -cor +lab +hi -lo +back -round -velaric -long	◌b ◌v ◌ˠ
bvˠʰ	b͡vʰˠ	-syl -son +cons -cont +delrel -lat -nas +strid +voi +sg -cg +ant -cor +lab +hi -lo +back -round -velaric -long	◌b ◌v ◌ˠ ◌ʰ
bvˠʱ	b͡v̤ˠ	-syl -son +cons -cont +delrel -lat -nas +strid +voi +sg -cg +ant -cor +lab +hi -lo +back -round -velaric -long	◌b ◌v ◌ˠ ◌ʱ
bvˠː	b͡vːˠ	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg -cg +ant -cor +lab +hi -lo +back -round -velaric +long	◌b ◌v ◌ˠ ◌ː
bvˤ	b͡vˤ	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg -cg +ant -cor +lab -hi +lo +back -round -velaric -long	◌b ◌v ◌ˤ
bvˤʰ	b͡vʰˤ	-syl -son +cons -cont +delrel -lat -nas +strid +voi +sg -cg +ant -cor +lab -hi +lo +back -round -velaric -long	◌b ◌v ◌ˤ ◌ʰ
bvˤʰ	b͡vˤʰ	-syl -son +cons -cont +delrel -lat -nas +strid +voi +sg -cg +ant -cor +lab -hi +lo +back -round -velaric -long	◌b ◌v ◌ˤ ◌ʰ
bvˤʱ	b͡v̤ˤ	-syl -son +cons -cont +delrel -lat -nas +strid +voi +sg -cg +ant -cor +lab -hi +lo +back -round -velaric -long	◌b ◌v ◌ˤ ◌ʱ
bvˤː	b͡vːˤ	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg -cg +ant -cor +lab -hi +lo +back -round -velaric +long	◌b ◌v ◌ˤ ◌ː
bvˤː	b͡vˤː	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg -cg +ant -cor +lab -hi +lo +back -round -velaric +long	◌b ◌v ◌ˤ ◌ː
bṽ	b͡ṽ	-syl -son +cons -cont +delrel -lat +nas +strid +voi -sg -cg +ant -cor +lab -hi -lo -back -round -velaric -long	◌b ◌v ◌̃
bṽː	b͡ṽː	-syl -son +cons -cont +delrel -lat +nas +strid +voi -sg -cg +ant -cor +lab -hi -lo -back -round -velaric +long	◌b ◌v ◌̃ ◌ː
bṽˤ	b͡ṽˤ	-syl -son +cons -cont +delrel -lat +nas +strid +voi -sg -cg +ant -cor +lab -hi +lo +back -round -velaric -long	◌b ◌v ◌̃ ◌ˤ
bv̟	b͡v̟	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg -cg +ant -cor +lab -hi -lo -back -round -velaric -long	◌b ◌v ◌̟
bv̠	b͡v̠	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg -cg +ant -cor +lab -hi -lo -back -round -velaric -long	◌b ◌v ◌̠
bv̰	b͡v̰	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg +cg +ant -cor +lab -hi -lo -back -round -velaric -long	◌b ◌v ◌̰
bv̰ʲ	b͡v̰ʲ	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg +cg +ant -cor +lab +hi -lo -back -round -velaric -long	◌b ◌v ◌̰ ◌ʲ
bv̰ʷ	b͡v̰ʷ	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg +cg +ant -cor +lab +hi -lo +back +round -velaric -long	◌b ◌v ◌̰ ◌ʷ
bv̰ː	b͡v̰ː	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg +cg +ant -cor +lab -hi -lo -back -round -velaric +long	◌b ◌v ◌̰ ◌ː
bv̰ˠ	b͡v̰ˠ	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg +cg +ant -cor +lab +hi -lo +back -round -velaric -long	◌b ◌v ◌̰ ◌ˠ
bv̰ˤ	b͡v̰ˤ	-syl -son +cons -cont +delrel -lat -nas +strid +voi -sg +cg +ant -cor +lab -hi +lo +back -round -velaric -long	◌b ◌v ◌̰ ◌ˤ
bṽ̰	b͡ṽ̰	-syl -son +cons -cont +delrel -lat +nas +strid +voi -sg +cg +ant -cor +lab -hi -lo -back -round -velaric -long	◌b ◌v ◌̰ ◌̃
bʰ	bʰ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg +ant -cor +lab -hi -lo -back -round -velaric -long	◌b ◌ʰ
bʰː	bʰː	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg +ant -cor +lab -hi -lo -back -round -velaric +long	◌b ◌ʰ ◌ː
bʱ	b̤	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg +ant -cor +lab -hi -lo -back -round -velaric -long	◌b ◌ʱ
bʱː	b̤ː	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg +ant -cor +lab -hi -lo -back -round -velaric +long	◌b ◌ʱ ◌ː
bʲ	bʲ	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg +ant -cor +lab +hi -lo -back -round -velaric -long	◌b ◌ʲ
bʲʰ	bʰʲ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg +ant -cor +lab +hi -lo -back -round -velaric -long	◌b ◌ʲ ◌ʰ
bʲʰ	bʲʰ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg +ant -cor +lab +hi -lo -back -round -velaric -long	◌b ◌ʲ ◌ʰ
bʲʱ	b̤ʲ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg +ant -cor +lab +hi -lo -back -round -velaric -long	◌b ◌ʲ ◌ʱ
bʲʷ	bʲʷ	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg +ant -cor +lab +hi -lo +back +round -velaric -long	◌b ◌ʲ ◌ʷ
bʲʷʰ	bʲʷʰ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg +ant -cor +lab +hi -lo +back +round -velaric -long	◌b ◌ʲ ◌ʷ ◌ʰ
bʲː	bʲː	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg +ant -cor +lab +hi -lo -back -round -velaric +long	◌b ◌ʲ ◌ː
bʲː	bːʲ	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg +ant -cor +lab +hi -lo -back -round -velaric +long	◌b ◌ʲ ◌ː
bʷ	bʷ	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg +ant -cor +lab +hi -lo +back +round -velaric -long	◌b ◌ʷ
bʷʰ	bʰʷ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg +ant -cor +lab +hi -lo +back +round -velaric -long	◌b ◌ʷ ◌ʰ
bʷʰ	bʷʰ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg +ant -cor +lab +hi -lo +back +round -velaric -long	◌b ◌ʷ ◌ʰ
bʷʰː	bʷʰː	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg +ant -cor +lab +hi -lo +back +round -velaric +long	◌b ◌ʷ ◌ʰ ◌ː
bʷʱ	b̤ʷ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg +ant -cor +lab +hi -lo +back +round -velaric -long	◌b ◌ʷ ◌ʱ
bʷˀ	bʷˀ	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant -cor +lab +hi -lo +back +round -velaric -long	◌b ◌ʷ ◌ˀ
bʷː	bʷː	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg +ant -cor +lab +hi -lo +back +round -velaric +long	◌b ◌ʷ ◌ː
bʷː	bːʷ	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg +ant -cor +lab +hi -lo +back +round -velaric +long	◌b ◌ʷ ◌ː
bʷˠ	bʷˠ	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg +ant -cor +lab +hi -lo +back +round -velaric -long	◌b ◌ʷ ◌ˠ
bʷˠʰ	bʷˠʰ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg +ant -cor +lab +hi -lo +back +round -velaric -long	◌b ◌ʷ ◌ˠ ◌ʰ
bʷˤ	bʷˤ	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg +ant -cor +lab +hi +lo +back +round -velaric -long	◌b ◌ʷ ◌ˤ
bʷˤʰ	bʷˤʰ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg +ant -cor +lab +hi +lo +back +round -velaric -long	◌b ◌ʷ ◌ˤ ◌ʰ
bˀ	bˀ	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant -cor +lab -hi -lo -back -round -velaric -long	◌b ◌ˀ
bː	bː	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg +ant -cor +lab -hi -lo -back -round -velaric +long	◌b ◌ː
bˠ	bˠ	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg +ant -cor +lab +hi -lo +back -round -velaric -long	◌b ◌ˠ
bˠʰ	bʰˠ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg +ant -cor +lab +hi -lo +back -round -velaric -long	◌b ◌ˠ ◌ʰ
bˠʱ	b̤ˠ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg +ant -cor +lab +hi -lo +back -round -velaric -long	◌b ◌ˠ ◌ʱ
bˠː	bːˠ	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg +ant -cor +lab +hi -lo +back -round -velaric +long	◌b ◌ˠ ◌ː
bˤ	bˤ	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg +ant -cor +lab -hi +lo +back -round -velaric -long	◌b ◌ˤ
bˤʰ	bʰˤ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg +ant -cor +lab -hi +lo +back -round -velaric -long	◌b ◌ˤ ◌ʰ
bˤʰ	bˤʰ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg +ant -cor +lab -hi +lo +back -round -velaric -long	◌b ◌ˤ ◌ʰ
bˤʱ	b̤ˤ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg +ant -cor +lab -hi +lo +back -round -velaric -long	◌b ◌ˤ ◌ʱ
bˤː	bːˤ	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg +ant -cor +lab -hi +lo +back -round -velaric +long	◌b ◌ˤ ◌ː
bˤː	bˤː	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg +ant -cor +lab -hi +lo +back -round -velaric +long	◌b ◌ˤ ◌ː
b̃	b̃	-syl -son +cons -cont -delrel -lat +nas +voi -sg -cg +ant -cor +lab -hi -lo -back -round -velaric -long	◌b ◌̃
b̃ː	b̃ː	-syl -son +cons -cont -delrel -lat +nas +voi -sg -cg +ant -cor +lab -hi -lo -back -round -velaric +long	◌b ◌̃ ◌ː
b̃ˤ	b̃ˤ	-syl -son +cons -cont -delrel -lat +nas +voi -sg -cg +ant -cor +lab -hi +lo +back -round -velaric -long	◌b ◌̃ ◌ˤ
b̟	b̟	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg +ant -cor +lab -hi -lo -back -round -velaric -long	◌b ◌̟
b̠	b̠	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg +ant -cor +lab -hi -lo -back -round -velaric -long	◌b ◌̠
b̰	b̰	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant -cor +lab -hi -lo -back -round -velaric -long	◌b ◌̰
b̰ʲ	b̰ʲ	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant -cor +lab +hi -lo -back -round -velaric -long	◌b ◌̰ ◌ʲ
b̰ʷ	b̰ʷ	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant -cor +lab +hi -lo +back +round -velaric -long	◌b ◌̰ ◌ʷ
b̰ː	b̰ː	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant -cor +lab -hi -lo -back -round -velaric +long	◌b ◌̰ ◌ː
b̰ˠ	b̰ˠ	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant -cor +lab +hi -lo +back -round -velaric -long	◌b ◌̰ ◌ˠ
b̰ˤ	b̰ˤ	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg +ant -cor +lab -hi +lo +back -round -velaric -long	◌b ◌̰ ◌ˤ
b̰̃	b̰̃	-syl -son +cons -cont -delrel -lat +nas +voi -sg +cg +ant -cor +lab -hi -lo -back -round -velaric -long	◌b ◌̰ ◌̃
bβ	b͡β	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg -cg +ant -cor +lab -round -velaric -long	◌b ◌β
bβʰ	b͡βʰ	-syl -son +cons -cont +delrel -lat -nas -strid +voi +sg -cg +ant -cor +lab -round -velaric -long	◌b ◌β ◌ʰ
bβʰː	b͡βʰː	-syl -son +cons -cont +delrel -lat -nas -strid +voi +sg -cg +ant -cor +lab -round -velaric +long	◌b ◌β ◌ʰ ◌ː
bβʱ	b͡β̤	-syl -son +cons -cont +delrel -lat -nas -strid +voi +sg -cg +ant -cor +lab -round -velaric -long	◌b ◌β ◌ʱ
bβʱː	b͡β̤ː	-syl -son +cons -cont +delrel -lat -nas -strid +voi +sg -cg +ant -cor +lab -round -velaric +long	◌b ◌β ◌ʱ ◌ː
bβʲ	b͡βʲ	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg -cg +ant -cor +lab +hi -back -round -velaric -long	◌b ◌β ◌ʲ
bβʲʰ	b͡βʰʲ	-syl -son +cons -cont +delrel -lat -nas -strid +voi +sg -cg +ant -cor +lab +hi -back -round -velaric -long	◌b ◌β ◌ʲ ◌ʰ
bβʲʰ	b͡βʲʰ	-syl -son +cons -cont +delrel -lat -nas -strid +voi +sg -cg +ant -cor +lab +hi -back -round -velaric -long	◌b ◌β ◌ʲ ◌ʰ
bβʲʱ	b͡β̤ʲ	-syl -son +cons -cont +delrel -lat -nas -strid +voi +sg -cg +ant -cor +lab +hi -back -round -velaric -long	◌b ◌β ◌ʲ ◌ʱ
bβʲʷ	b͡βʲʷ	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg -cg +ant -cor +lab +hi +back +round -velaric -long	◌b ◌β ◌ʲ ◌ʷ
bβʲʷʰ	b͡βʲʷʰ	-syl -son +cons -cont +delrel -lat -nas -strid +voi +sg -cg +ant -cor +lab +hi +back +round -velaric -long	◌b ◌β ◌ʲ ◌ʷ ◌ʰ
bβʲː	b͡βʲː	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg -cg +ant -cor +lab +hi -back -round -velaric +long	◌b ◌β ◌ʲ ◌ː
bβʲː	b͡βːʲ	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg -cg +ant -cor +lab +hi -back -round -velaric +long	◌b ◌β ◌ʲ ◌ː
bβʷ	b͡βʷ	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg -cg +ant -cor +lab +hi +back +round -velaric -long	◌b ◌β ◌ʷ
bβʷʰ	b͡βʰʷ	-syl -son +cons -cont +delrel -lat -nas -strid +voi +sg -cg +ant -cor +lab +hi +back +round -velaric -long	◌b ◌β ◌ʷ ◌ʰ
bβʷʰ	b͡βʷʰ	-syl -son +cons -cont +delrel -lat -nas -strid +voi +sg -cg +ant -cor +lab +hi +back +round -velaric -long	◌b ◌β ◌ʷ ◌ʰ
bβʷʰː	b͡βʷʰː	-syl -son +cons -cont +delrel -lat -nas -strid +voi +sg -cg +ant -cor +lab +hi +back +round -velaric +long	◌b ◌β ◌ʷ ◌ʰ ◌ː
bβʷʱ	b͡β̤ʷ	-syl -son +cons -cont +delrel -lat -nas -strid +voi +sg -cg +ant -cor +lab +hi +back +round -velaric -long	◌b ◌β ◌ʷ ◌ʱ
bβʷˀ	b͡βʷˀ	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg +cg +ant -cor +lab +hi +back +round -velaric -long	◌b ◌β ◌ʷ ◌ˀ
bβʷː	b͡βʷː	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg -cg +ant -cor +lab +hi +back +round -velaric +long	◌b ◌β ◌ʷ ◌ː
bβʷː	b͡βːʷ	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg -cg +ant -cor +lab +hi +back +round -velaric +long	◌b ◌β ◌ʷ ◌ː
bβʷˠ	b͡βʷˠ	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg -cg +ant -cor +lab +hi +back +round -velaric -long	◌b ◌β ◌ʷ ◌ˠ
bβʷˠʰ	b͡βʷˠʰ	-syl -son +cons -cont +delrel -lat -nas -strid +voi +sg -cg +ant -cor +lab +hi +back +round -velaric -long	◌b ◌β ◌ʷ ◌ˠ ◌ʰ
bβʷˤ	b͡βʷˤ	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg -cg +ant -cor +lab +hi +lo +back +round -velaric -long	◌b ◌β ◌ʷ ◌ˤ
bβʷˤʰ	b͡βʷˤʰ	-syl -son +cons -cont +delrel -lat -nas -strid +voi +sg -cg +ant -cor +lab +hi +lo +back +round -velaric -long	◌b ◌β ◌ʷ ◌ˤ ◌ʰ
bβˀ	b͡βˀ	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg +cg +ant -cor +lab -round -velaric -long	◌b ◌β ◌ˀ
bβː	b͡βː	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg -cg +ant -cor +lab -round -velaric +long	◌b ◌β ◌ː
bβˠ	b͡βˠ	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg -cg +ant -cor +lab +hi +back -round -velaric -long	◌b ◌β ◌ˠ
bβˠʰ	b͡βʰˠ	-syl -son +cons -cont +delrel -lat -nas -strid +voi +sg -cg +ant -cor +lab +hi +back -round -velaric -long	◌b ◌β ◌ˠ ◌ʰ
bβˠʱ	b͡β̤ˠ	-syl -son +cons -cont +delrel -lat -nas -strid +voi +sg -cg +ant -cor +lab +hi +back -round -velaric -long	◌b ◌β ◌ˠ ◌ʱ
bβˠː	b͡βːˠ	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg -cg +ant -cor +lab +hi +back -round -velaric +long	◌b ◌β ◌ˠ ◌ː
bβˤ	b͡βˤ	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg -cg +ant -cor +lab +lo +back -round -velaric -long	◌b ◌β ◌ˤ
bβˤʰ	b͡βʰˤ	-syl -son +cons -cont +delrel -lat -nas -strid +voi +sg -cg +ant -cor +lab +lo +back -round -velaric -long	◌b ◌β ◌ˤ ◌ʰ
bβˤʰ	b͡βˤʰ	-syl -son +cons -cont +delrel -lat -nas -strid +voi +sg -cg +ant -cor +lab +lo +back -round -velaric -long	◌b ◌β ◌ˤ ◌ʰ
bβˤʱ	b͡β̤ˤ	-syl -son +cons -cont +delrel -lat -nas -strid +voi +sg -cg +ant -cor +lab +lo +back -round -velaric -long	◌b ◌β ◌ˤ ◌ʱ
bβˤː	b͡βːˤ	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg -cg +ant -cor +lab +lo +back -round -velaric +long	◌b ◌β ◌ˤ ◌ː
bβˤː	b͡βˤː	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg -cg +ant -cor +lab +lo +back -round -velaric +long	◌b ◌β ◌ˤ ◌ː
bβ̃	b͡β̃	-syl -son +cons -cont +delrel -lat +nas -strid +voi -sg -cg +ant -cor +lab -round -velaric -long	◌b ◌β ◌̃
bβ̃ː	b͡β̃ː	-syl -son +cons -cont +delrel -lat +nas -strid +voi -sg -cg +ant -cor +lab -round -velaric +long	◌b ◌β ◌̃ ◌ː
bβ̃ˤ	b͡β̃ˤ	-syl -son +cons -cont +delrel -lat +nas -strid +voi -sg -cg +ant -cor +lab +lo +back -round -velaric -long	◌b ◌β ◌̃ ◌ˤ
bβ̟	b͡β̟	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg -cg +ant -cor +lab -round -velaric -long	◌b ◌β ◌̟
bβ̠	b͡β̠	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg -cg +ant -cor +lab -round -velaric -long	◌b ◌β ◌̠
bβ̰	b͡β̰	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg +cg +ant -cor +lab -round -velaric -long	◌b ◌β ◌̰
bβ̰ʲ	b͡β̰ʲ	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg +cg +ant -cor +lab +hi -back -round -velaric -long	◌b ◌β ◌̰ ◌ʲ
bβ̰ʷ	b͡β̰ʷ	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg +cg +ant -cor +lab +hi +back +round -velaric -long	◌b ◌β ◌̰ ◌ʷ
bβ̰ː	b͡β̰ː	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg +cg +ant -cor +lab -round -velaric +long	◌b ◌β ◌̰ ◌ː
bβ̰ˠ	b͡β̰ˠ	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg +cg +ant -cor +lab +hi +back -round -velaric -long	◌b ◌β ◌̰ ◌ˠ
bβ̰ˤ	b͡β̰ˤ	-syl -son +cons -cont +delrel -lat -nas -strid +voi -sg +cg +ant -cor +lab +lo +back -round -velaric -long	◌b ◌β ◌̰ ◌ˤ
bβ̰̃	b͡β̰̃	-syl -son +cons -cont +delrel -lat +nas -strid +voi -sg +cg +ant -cor +lab -round -velaric -long	◌b ◌β ◌̰ ◌̃
bⁿ	bⁿ	-syl -son +cons -cont -delrel -lat +nas +voi -sg -cg +ant -cor +lab -hi -lo -back -round -velaric -long	◌b ◌ⁿ
c	c	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌c
cç	c͡ç	-syl -son +cons -cont +delrel -lat -nas -voi -sg -cg -ant +cor +distr -lab +hi -lo -back -round -velaric -long	◌c ◌c ◌̧
cçʰ	c͡çʰ	-syl -son +cons -cont +delrel -lat -nas -voi +sg -cg -ant +cor +distr -lab +hi -lo -back -round -velaric -long	◌c ◌c ◌̧ ◌ʰ
cçʰː	c͡çʰː	-syl -son +cons -cont +delrel -lat -nas -voi +sg -cg -ant +cor +distr -lab +hi -lo -back -round -velaric +long	◌c ◌c ◌̧ ◌ʰ ◌ː
cçʲ	c͡çʲ	-syl -son +cons -cont +delrel -lat -nas -voi -sg -cg -ant +cor +distr -lab +hi -lo -back -round -velaric -long	◌c ◌c ◌̧ ◌ʲ
cçʲʰ	c͡çʰʲ	-syl -son +cons -cont +delrel -lat -nas -voi +sg -cg -ant +cor +distr -lab +hi -lo -back -round -velaric -long	◌c ◌c ◌̧ ◌ʲ ◌ʰ
cçʲʰ	c͡çʲʰ	-syl -son +cons -cont +delrel -lat -nas -voi +sg -cg -ant +cor +distr -lab +hi -lo -back -round -velaric -long	◌c ◌c ◌̧ ◌ʲ ◌ʰ
cçʲʷ	c͡çʲʷ	-syl -son +cons -cont +delrel -lat -nas -voi -sg -cg -ant +cor +distr -lab +hi -lo +back +round -velaric -long	◌c ◌c ◌̧ ◌ʲ ◌ʷ
cçʲʷʰ	c͡çʲʷʰ	-syl -son +cons -cont +delrel -lat -nas -voi +sg -cg -ant +cor +distr -lab +hi -lo +back +round -velaric -long	◌c ◌c ◌̧ ◌ʲ ◌ʷ ◌ʰ
cçʲː	c͡çʲː	-syl -son +cons -cont +delrel -lat -nas -voi -sg -cg -ant +cor +distr -lab +hi -lo -back -round -velaric +long	◌c ◌c ◌̧ ◌ʲ ◌ː
cçʲː	c͡çːʲ	-syl -son +cons -cont +delrel -lat -nas -voi -sg -cg -ant +cor +distr -lab +hi -lo -back -round -velaric +long	◌c ◌c ◌̧ ◌ʲ ◌ː
cçʷ	c͡çʷ	-syl -son +cons -cont +delrel -lat -nas -voi -sg -cg -ant +cor +distr -lab +hi -lo +back +round -velaric -long	◌c ◌c ◌̧ ◌ʷ
cçʷʰ	c͡çʰʷ	-syl -son +cons -cont +delrel -lat -nas -voi +sg -cg -ant +cor +distr -lab +hi -lo +back +round -velaric -long	◌c ◌c ◌̧ ◌ʷ ◌ʰ
cçʷʰ	c͡çʷʰ	-syl -son +cons -cont +delrel -lat -nas -voi +sg -cg -ant +cor +distr -lab +hi -lo +back +round -velaric -long	◌c ◌c ◌̧ ◌ʷ ◌ʰ
cçʷʰː	c͡çʷʰː	-syl -son +cons -cont +delrel -lat -nas -voi +sg -cg -ant +cor +distr -lab +hi -lo +back +round -velaric +long	◌c ◌c ◌̧ ◌ʷ ◌ʰ ◌ː
cçʷˀ	c͡çʷˀ	-syl -son +cons -cont +delrel -lat -nas -voi -sg +cg -ant +cor +distr -lab +hi -lo +back +round -velaric -long	◌c ◌c ◌̧ ◌ʷ ◌ˀ
cçʷː	c͡çʷː	-syl -son +cons -cont +delrel -lat -nas -voi -sg -cg -ant +cor +distr -lab +hi -lo +back +round -velaric +long	◌c ◌c ◌̧ ◌ʷ ◌ː
