ID	NAME	FEATURES	TYPE	GRAPHEME	UNICODE	GENERATED	NOTE
pharyngealized_long_voiceless_velar-and-bilabial_stop_consonant	pharyngealized long voiceless velar-and-bilabial stop consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_velar-and-bilabial consonant_manner_stop	consonant	kpˤː	LATIN SMALL LETTER K / LATIN SMALL LETTER P / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_velar_stop_consonant	pharyngealized long voiceless velar stop consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_velar consonant_manner_stop	consonant	kˤː	LATIN SMALL LETTER K / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_velar_fricative_consonant	pharyngealized long voiceless velar fricative consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_velar consonant_manner_fricative	consonant	xˤː	LATIN SMALL LETTER X / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_velar_affricate_consonant	pharyngealized long voiceless velar affricate consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_velar consonant_manner_affricate	consonant	kxˤː	LATIN SMALL LETTER K / LATIN SMALL LETTER X / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_uvular_stop_consonant	pharyngealized long voiceless uvular stop consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_uvular consonant_manner_stop	consonant	qˤː	LATIN SMALL LETTER Q / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_uvular_fricative_consonant	pharyngealized long voiceless uvular fricative consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_uvular consonant_manner_fricative	consonant	χˤː	GREEK SMALL LETTER CHI / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_uvular_affricate_consonant	pharyngealized long voiceless uvular affricate consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_uvular consonant_manner_affricate	consonant	qχˤː	LATIN SMALL LETTER Q / GREEK SMALL LETTER CHI / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_retroflex_stop_consonant	pharyngealized long voiceless retroflex stop consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_retroflex consonant_manner_stop	consonant	ʈˤː	LATIN SMALL LETTER T WITH RETROFLEX HOOK / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_retroflex_sibilant_fricative_consonant	pharyngealized long voiceless retroflex sibilant fricative consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_retroflex consonant_airstream_sibilant consonant_manner_fricative	consonant	ʂˤː	LATIN SMALL LETTER S WITH HOOK / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_retroflex_sibilant_affricate_consonant	pharyngealized long voiceless retroflex sibilant affricate consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_retroflex consonant_airstream_sibilant consonant_manner_affricate	consonant	ʈʂˤː	LATIN SMALL LETTER T WITH RETROFLEX HOOK / LATIN SMALL LETTER S WITH HOOK / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_post-alveolar_sibilant_fricative_consonant	pharyngealized long voiceless post-alveolar sibilant fricative consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_post-alveolar consonant_airstream_sibilant consonant_manner_fricative	consonant	ʃˤː	LATIN SMALL LETTER ESH / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_post-alveolar_sibilant_affricate_consonant	pharyngealized long voiceless post-alveolar sibilant affricate consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_post-alveolar consonant_airstream_sibilant consonant_manner_affricate	consonant	tʃˤː	LATIN SMALL LETTER T / LATIN SMALL LETTER ESH / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_pharyngeal_fricative_consonant	pharyngealized long voiceless pharyngeal fricative consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_pharyngeal consonant_manner_fricative	consonant	ħˤː	LATIN SMALL LETTER H WITH STROKE / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_palatal-velar_fricative_consonant	pharyngealized long voiceless palatal-velar fricative consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_palatal-velar consonant_manner_fricative	consonant	ɧˤː	LATIN SMALL LETTER HENG WITH HOOK / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_palatal_stop_consonant	pharyngealized long voiceless palatal stop consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_palatal consonant_manner_stop	consonant	cˤː	LATIN SMALL LETTER C / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_palatal_sibilant_fricative_consonant	pharyngealized long voiceless palatal sibilant fricative consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_palatal consonant_airstream_sibilant consonant_manner_fricative	consonant	çˤː	LATIN SMALL LETTER C / COMBINING CEDILLA / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_palatal_click_consonant	pharyngealized long voiceless palatal click consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_palatal consonant_manner_click	consonant	ǂˤː	LATIN LETTER ALVEOLAR CLICK / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_palatal_affricate_consonant	pharyngealized long voiceless palatal affricate consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_palatal consonant_manner_affricate	consonant	cçˤː	LATIN SMALL LETTER C / LATIN SMALL LETTER C / COMBINING CEDILLA / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_labio-velar_approximant_consonant	pharyngealized long voiceless labio-velar approximant consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_labio-velar consonant_manner_approximant	consonant	ʍˤː	LATIN SMALL LETTER TURNED W / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_labio-dental_fricative_consonant	pharyngealized long voiceless labio-dental fricative consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_labio-dental consonant_manner_fricative	consonant	fˤː	LATIN SMALL LETTER F / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_labio-dental_affricate_consonant	pharyngealized long voiceless labio-dental affricate consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_labio-dental consonant_manner_affricate	consonant	pfˤː	LATIN SMALL LETTER P / LATIN SMALL LETTER F / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_labial_click_consonant	pharyngealized long voiceless labial click consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_labial consonant_manner_click	consonant	ʘˤː	LATIN LETTER BILABIAL CLICK / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_glottal_stop_consonant	pharyngealized long voiceless glottal stop consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_glottal consonant_manner_stop	consonant	ʔˤː	LATIN LETTER GLOTTAL STOP / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_glottal_fricative_consonant	pharyngealized long voiceless glottal fricative consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_glottal consonant_manner_fricative	consonant	hˤː	LATIN SMALL LETTER H / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_dental_stop_consonant	pharyngealized long voiceless dental stop consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_dental consonant_manner_stop	consonant	t̪ˤː	LATIN SMALL LETTER T / COMBINING BRIDGE BELOW / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_dental_sibilant_fricative_consonant	pharyngealized long voiceless dental sibilant fricative consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_dental consonant_airstream_sibilant consonant_manner_fricative	consonant	s̪ˤː	LATIN SMALL LETTER S / COMBINING BRIDGE BELOW / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_dental_sibilant_affricate_consonant	pharyngealized long voiceless dental sibilant affricate consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_dental consonant_airstream_sibilant consonant_manner_affricate	consonant	ts̪ˤː	LATIN SMALL LETTER T / LATIN SMALL LETTER S / COMBINING BRIDGE BELOW / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_dental_lateral_fricative_consonant	pharyngealized long voiceless dental lateral fricative consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_dental consonant_airstream_lateral consonant_manner_fricative	consonant	ɬ̪ˤː	LATIN SMALL LETTER L WITH BELT / COMBINING BRIDGE BELOW / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_dental_lateral_affricate_consonant	pharyngealized long voiceless dental lateral affricate consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_dental consonant_airstream_lateral consonant_manner_affricate	consonant	tɬ̪ˤː	LATIN SMALL LETTER T / LATIN SMALL LETTER L WITH BELT / COMBINING BRIDGE BELOW / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_dental_fricative_consonant	pharyngealized long voiceless dental fricative consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_dental consonant_manner_fricative	consonant	θˤː	GREEK SMALL LETTER THETA / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_dental_click_consonant	pharyngealized long voiceless dental click consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_dental consonant_manner_click	consonant	ǀˤː	LATIN LETTER DENTAL CLICK / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_dental_affricate_consonant	pharyngealized long voiceless dental affricate consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_dental consonant_manner_affricate	consonant	tθˤː	LATIN SMALL LETTER T / GREEK SMALL LETTER THETA / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_bilabial-and-alveolar_stop_consonant	pharyngealized long voiceless bilabial-and-alveolar stop consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_bilabial-and-alveolar consonant_manner_stop	consonant	ptˤː	LATIN SMALL LETTER P / LATIN SMALL LETTER T / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_bilabial_stop_consonant	pharyngealized long voiceless bilabial stop consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_bilabial consonant_manner_stop	consonant	pˤː	LATIN SMALL LETTER P / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_bilabial_fricative_consonant	pharyngealized long voiceless bilabial fricative consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_bilabial consonant_manner_fricative	consonant	ɸˤː	LATIN SMALL LETTER PHI / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_bilabial_affricate_consonant	pharyngealized long voiceless bilabial affricate consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_bilabial consonant_manner_affricate	consonant	pɸˤː	LATIN SMALL LETTER P / LATIN SMALL LETTER PHI / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_alveolo-palatal_sibilant_fricative_consonant	pharyngealized long voiceless alveolo-palatal sibilant fricative consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_alveolo-palatal consonant_airstream_sibilant consonant_manner_fricative	consonant	ɕˤː	LATIN SMALL LETTER C WITH CURL / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_alveolo-palatal_sibilant_affricate_consonant	pharyngealized long voiceless alveolo-palatal sibilant affricate consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_alveolo-palatal consonant_airstream_sibilant consonant_manner_affricate	consonant	tɕˤː	LATIN SMALL LETTER T / LATIN SMALL LETTER C WITH CURL / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_alveolar_stop_consonant	pharyngealized long voiceless alveolar stop consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_alveolar consonant_manner_stop	consonant	tˤː	LATIN SMALL LETTER T / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_alveolar_sibilant_fricative_consonant	pharyngealized long voiceless alveolar sibilant fricative consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_alveolar consonant_airstream_sibilant consonant_manner_fricative	consonant	sˤː	LATIN SMALL LETTER S / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_alveolar_sibilant_affricate_consonant	pharyngealized long voiceless alveolar sibilant affricate consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_alveolar consonant_airstream_sibilant consonant_manner_affricate	consonant	tsˤː	LATIN SMALL LETTER T / LATIN SMALL LETTER S / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_alveolar_lateral_fricative_consonant	pharyngealized long voiceless alveolar lateral fricative consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_alveolar consonant_airstream_lateral consonant_manner_fricative	consonant	ɬˤː	LATIN SMALL LETTER L WITH BELT / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
pharyngealized_long_voiceless_alveolar_lateral_click_consonant	pharyngealized long voiceless alveolar lateral click consonant	consonant_pharyngealization_pharyngealized consonant_duration_long consonant_phonation_voiceless consonant_place_alveolar consonant_airstream_lateral consonant_manner_click	consonant	ǁˤː	LATIN LETTER LATERAL CLICK / MODIFIER LETTER SMALL REVERSED GLOTTAL STOP / MODIFIER LETTER TRIANGULAR COLON	+	
